"filename", "language", "C++", "YAML", "JSON", "Markdown", "Shell Script", "HTML", "JavaScript", "Properties", "Python", "pip requirements", "CMake", "C", "Makefile", "Ruby", "CSS", "reStructuredText", "Handlebars", "Ini", "comment", "blank", "total"
"d:\Users\hui\Desktop\ESP32\hui\smart_cabinet\pio\LVGL_TRANSPLANT\lib\lvgl\docs\widgets\extra\index.md", "Markdown", 0, 0, 0, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 28
"d:\Users\hui\Desktop\ESP32\hui\smart_cabinet\pio\LVGL_TRANSPLANT\lib\lvgl\docs\widgets\extra\keyboard.md", "Markdown", 0, 0, 0, 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 32, 93
"d:\Users\hui\Desktop\ESP32\hui\smart_cabinet\pio\LVGL_TRANSPLANT\lib\lvgl\docs\widgets\extra\led.md", "Markdown", 0, 0, 0, 33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 55
"d:\Users\hui\Desktop\ESP32\hui\smart_cabinet\pio\LVGL_TRANSPLANT\lib\lvgl\docs\widgets\extra\list.md", "Markdown", 0, 0, 0, 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 52
"d:\Users\hui\Desktop\ESP32\hui\smart_cabinet\pio\LVGL_TRANSPLANT\lib\lvgl\docs\widgets\extra\menu.md", "Markdown", 0, 0, 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 90
"d:\Users\hui\Desktop\ESP32\hui\smart_cabinet\pio\LVGL_TRANSPLANT\lib\lvgl\docs\widgets\extra\meter.md", "Markdown", 0, 0, 0, 75, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 39, 114
"d:\Users\hui\Desktop\ESP32\hui\smart_cabinet\pio\LVGL_TRANSPLANT\lib\lvgl\docs\widgets\extra\msgbox.md", "Markdown", 0, 0, 0, 44, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 68
"d:\Users\hui\Desktop\ESP32\hui\smart_cabinet\pio\LVGL_TRANSPLANT\lib\lvgl\docs\widgets\extra\span.md", "Markdown", 0, 0, 0, 53, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 33, 86
"d:\Users\hui\Desktop\ESP32\hui\smart_cabinet\pio\LVGL_TRANSPLANT\lib\lvgl\docs\widgets\extra\spinbox.md", "Markdown", 0, 0, 0, 36, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 60
"d:\Users\hui\Desktop\ESP32\hui\smart_cabinet\pio\LVGL_TRANSPLANT\lib\lvgl\docs\widgets\extra\spinner.md", "Markdown", 0, 0, 0, 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 45
"d:\Users\hui\Desktop\ESP32\hui\smart_cabinet\pio\LVGL_TRANSPLANT\lib\lvgl\docs\widgets\extra\tabview.md", "Markdown", 0, 0, 0, 42, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 31, 73
"d:\Users\hui\Desktop\ESP32\hui\smart_cabinet\pio\LVGL_TRANSPLANT\lib\lvgl\docs\widgets\extra\tileview.md", "Markdown", 0, 0, 0, 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 55
"d:\Users\hui\Desktop\ESP32\hui\smart_cabinet\pio\LVGL_TRANSPLANT\lib\lvgl\docs\widgets\extra\win.md", "Markdown", 0, 0, 0, 35, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 62
"d:\Users\hui\Desktop\ESP32\hui\smart_cabinet\pio\LVGL_TRANSPLANT\lib\lvgl\docs\widgets\index.md", "Markdown", 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 14
"d:\Users\hui\Desktop\ESP32\hui\smart_cabinet\pio\LVGL_TRANSPLANT\lib\lvgl\docs\widgets\obj.md", "Markdown", 0, 0, 0, 135, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 64, 199
"d:\Users\hui\Desktop\ESP32\hui\smart_cabinet\pio\LVGL_TRANSPLANT\lib\lvgl\env_support\cmake\custom.cmake", "CMake", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 73, 0, 0, 0, 0, 0, 0, 0, 0, 19, 92
"d:\Users\hui\Desktop\ESP32\hui\smart_cabinet\pio\LVGL_TRANSPLANT\lib\lvgl\env_support\cmake\esp.cmake", "CMake", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 48, 0, 0, 0, 0, 0, 0, 0, 0, 7, 55
"d:\Users\hui\Desktop\ESP32\hui\smart_cabinet\pio\LVGL_TRANSPLANT\lib\lvgl\env_support\cmake\micropython.cmake", "CMake", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 0, 0, 0, 0, 0, 0, 0, 0, 2, 19
"d:\Users\hui\Desktop\ESP32\hui\smart_cabinet\pio\LVGL_TRANSPLANT\lib\lvgl\env_support\cmake\zephyr.cmake", "CMake", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 7, 15
"d:\Users\hui\Desktop\ESP32\hui\smart_cabinet\pio\LVGL_TRANSPLANT\lib\lvgl\env_support\cmsis-pack\README.md", "Markdown", 0, 0, 0, 149, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 50, 199
"d:\Users\hui\Desktop\ESP32\hui\smart_cabinet\pio\LVGL_TRANSPLANT\lib\lvgl\env_support\cmsis-pack\gen_pack.sh", "Shell Script", 0, 0, 0, 0, 148, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 51, 32, 231
"d:\Users\hui\Desktop\ESP32\hui\smart_cabinet\pio\LVGL_TRANSPLANT\lib\lvgl\env_support\cmsis-pack\lv_conf_cmsis.h", "C++", 304, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 260, 158, 722
"d:\Users\hui\Desktop\ESP32\hui\smart_cabinet\pio\LVGL_TRANSPLANT\lib\lvgl\env_support\rt-thread\SConscript", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 55, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 14, 70
"d:\Users\hui\Desktop\ESP32\hui\smart_cabinet\pio\LVGL_TRANSPLANT\lib\lvgl\env_support\rt-thread\lv_rt_thread_conf.h", "C++", 40, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 31, 22, 93
"d:\Users\hui\Desktop\ESP32\hui\smart_cabinet\pio\LVGL_TRANSPLANT\lib\lvgl\env_support\rt-thread\lv_rt_thread_port.c", "C", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 58, 0, 0, 0, 0, 0, 0, 11, 16, 85
"d:\Users\hui\Desktop\ESP32\hui\smart_cabinet\pio\LVGL_TRANSPLANT\lib\lvgl\env_support\rt-thread\squareline\README.md", "Markdown", 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 5
"d:\Users\hui\Desktop\ESP32\hui\smart_cabinet\pio\LVGL_TRANSPLANT\lib\lvgl\env_support\rt-thread\squareline\SConscript", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 6, 26
"d:\Users\hui\Desktop\ESP32\hui\smart_cabinet\pio\LVGL_TRANSPLANT\lib\lvgl\env_support\rt-thread\squareline\lv_ui_entry.c", "C", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 9, 4, 20
"d:\Users\hui\Desktop\ESP32\hui\smart_cabinet\pio\LVGL_TRANSPLANT\lib\lvgl\env_support\rt-thread\squareline\ui\lvgl\lvgl.h", "C++", 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 4, 16
"d:\Users\hui\Desktop\ESP32\hui\smart_cabinet\pio\LVGL_TRANSPLANT\lib\lvgl\env_support\zephyr\module.yml", "YAML", 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3
"d:\Users\hui\Desktop\ESP32\hui\smart_cabinet\pio\LVGL_TRANSPLANT\lib\lvgl\idf_component.yml", "YAML", 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 6
"d:\Users\hui\Desktop\ESP32\hui\smart_cabinet\pio\LVGL_TRANSPLANT\lib\lvgl\library.json", "JSON", 0, 0, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 18
"d:\Users\hui\Desktop\ESP32\hui\smart_cabinet\pio\LVGL_TRANSPLANT\lib\lvgl\library.properties", "Properties", 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 11
"d:\Users\hui\Desktop\ESP32\hui\smart_cabinet\pio\LVGL_TRANSPLANT\lib\lvgl\lv_conf_template.h", "C++", 326, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 288, 171, 785
"d:\Users\hui\Desktop\ESP32\hui\smart_cabinet\pio\LVGL_TRANSPLANT\lib\lvgl\lvgl.h", "C++", 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 49, 25, 139
"d:\Users\hui\Desktop\ESP32\hui\smart_cabinet\pio\LVGL_TRANSPLANT\lib\lvgl\lvgl.mk", "Makefile", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 1, 10
"d:\Users\hui\Desktop\ESP32\hui\smart_cabinet\pio\LVGL_TRANSPLANT\lib\lvgl\scripts\build_html_examples.sh", "Shell Script", 0, 0, 0, 0, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 22
"d:\Users\hui\Desktop\ESP32\hui\smart_cabinet\pio\LVGL_TRANSPLANT\lib\lvgl\scripts\built_in_font\built_in_font_gen.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 51, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 9, 63
"d:\Users\hui\Desktop\ESP32\hui\smart_cabinet\pio\LVGL_TRANSPLANT\lib\lvgl\scripts\built_in_font\generate_all.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 58, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 30, 89
"d:\Users\hui\Desktop\ESP32\hui\smart_cabinet\pio\LVGL_TRANSPLANT\lib\lvgl\scripts\changelog-template.hbs", "Handlebars", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 93, 0, 0, 14, 107
"d:\Users\hui\Desktop\ESP32\hui\smart_cabinet\pio\LVGL_TRANSPLANT\lib\lvgl\scripts\changelog_gen.sh", "Shell Script", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 2, 16
"d:\Users\hui\Desktop\ESP32\hui\smart_cabinet\pio\LVGL_TRANSPLANT\lib\lvgl\scripts\code-format.cfg", "Properties", 0, 0, 0, 0, 0, 0, 0, 42, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 43
"d:\Users\hui\Desktop\ESP32\hui\smart_cabinet\pio\LVGL_TRANSPLANT\lib\lvgl\scripts\code-format.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 6, 16
"d:\Users\hui\Desktop\ESP32\hui\smart_cabinet\pio\LVGL_TRANSPLANT\lib\lvgl\scripts\cppcheck_run.sh", "Shell Script", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2
"d:\Users\hui\Desktop\ESP32\hui\smart_cabinet\pio\LVGL_TRANSPLANT\lib\lvgl\scripts\filetohex.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 5, 12
"d:\Users\hui\Desktop\ESP32\hui\smart_cabinet\pio\LVGL_TRANSPLANT\lib\lvgl\scripts\find_version.sh", "Shell Script", 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 1, 9
"d:\Users\hui\Desktop\ESP32\hui\smart_cabinet\pio\LVGL_TRANSPLANT\lib\lvgl\scripts\genexamplelist.sh", "Shell Script", 0, 0, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 16
"d:\Users\hui\Desktop\ESP32\hui\smart_cabinet\pio\LVGL_TRANSPLANT\lib\lvgl\scripts\infer_run.sh", "Shell Script", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 2, 10
"d:\Users\hui\Desktop\ESP32\hui\smart_cabinet\pio\LVGL_TRANSPLANT\lib\lvgl\scripts\install-prerequisites.sh", "Shell Script", 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 2, 10
"d:\Users\hui\Desktop\ESP32\hui\smart_cabinet\pio\LVGL_TRANSPLANT\lib\lvgl\scripts\jpg_to_sjpg.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 84, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 43, 139
"d:\Users\hui\Desktop\ESP32\hui\smart_cabinet\pio\LVGL_TRANSPLANT\lib\lvgl\scripts\lv_conf_internal_gen.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 87, 0, 0, 0, 0, 0, 0, 0, 0, 0, 63, 35, 185
"d:\Users\hui\Desktop\ESP32\hui\smart_cabinet\pio\LVGL_TRANSPLANT\lib\lvgl\scripts\release\com.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 79, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 29, 109
"d:\Users\hui\Desktop\ESP32\hui\smart_cabinet\pio\LVGL_TRANSPLANT\lib\lvgl\scripts\release\patch.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 47, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 18, 75
"d:\Users\hui\Desktop\ESP32\hui\smart_cabinet\pio\LVGL_TRANSPLANT\lib\lvgl\scripts\release\release.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 2, 18
"d:\Users\hui\Desktop\ESP32\hui\smart_cabinet\pio\LVGL_TRANSPLANT\lib\lvgl\scripts\style_api_gen.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 381, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 134, 516
"d:\Users\hui\Desktop\ESP32\hui\smart_cabinet\pio\LVGL_TRANSPLANT\lib\lvgl\src\core\lv_core.mk", "Makefile", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 0, 0, 0, 0, 0, 0, 3, 21
"d:\Users\hui\Desktop\ESP32\hui\smart_cabinet\pio\LVGL_TRANSPLANT\lib\lvgl\src\core\lv_disp.c", "C", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 338, 0, 0, 0, 0, 0, 0, 122, 81, 541
"d:\Users\hui\Desktop\ESP32\hui\smart_cabinet\pio\LVGL_TRANSPLANT\lib\lvgl\src\core\lv_disp.h", "C++", 77, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 38, 265
"d:\Users\hui\Desktop\ESP32\hui\smart_cabinet\pio\LVGL_TRANSPLANT\lib\lvgl\src\core\lv_event.c", "C", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 396, 0, 0, 0, 0, 0, 0, 47, 79, 522
"d:\Users\hui\Desktop\ESP32\hui\smart_cabinet\pio\LVGL_TRANSPLANT\lib\lvgl\src\core\lv_event.h", "C++", 110, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 203, 49, 362
"d:\Users\hui\Desktop\ESP32\hui\smart_cabinet\pio\LVGL_TRANSPLANT\lib\lvgl\src\core\lv_group.c", "C", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 343, 0, 0, 0, 0, 0, 0, 63, 94, 500
"d:\Users\hui\Desktop\ESP32\hui\smart_cabinet\pio\LVGL_TRANSPLANT\lib\lvgl\src\core\lv_group.h", "C++", 75, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 145, 45, 265
"d:\Users\hui\Desktop\ESP32\hui\smart_cabinet\pio\LVGL_TRANSPLANT\lib\lvgl\src\core\lv_indev.c", "C", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 830, 0, 0, 0, 0, 0, 0, 178, 171, 1179
"d:\Users\hui\Desktop\ESP32\hui\smart_cabinet\pio\LVGL_TRANSPLANT\lib\lvgl\src\core\lv_indev.h", "C++", 31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 117, 29, 177
"d:\Users\hui\Desktop\ESP32\hui\smart_cabinet\pio\LVGL_TRANSPLANT\lib\lvgl\src\core\lv_indev_scroll.c", "C", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 499, 0, 0, 0, 0, 0, 0, 92, 92, 683
"d:\Users\hui\Desktop\ESP32\hui\smart_cabinet\pio\LVGL_TRANSPLANT\lib\lvgl\src\core\lv_indev_scroll.h", "C++", 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 38, 14, 66
"d:\Users\hui\Desktop\ESP32\hui\smart_cabinet\pio\LVGL_TRANSPLANT\lib\lvgl\src\core\lv_obj.c", "C", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 743, 0, 0, 0, 0, 0, 0, 83, 150, 976
"d:\Users\hui\Desktop\ESP32\hui\smart_cabinet\pio\LVGL_TRANSPLANT\lib\lvgl\src\core\lv_obj.h", "C++", 181, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 165, 61, 407
"d:\Users\hui\Desktop\ESP32\hui\smart_cabinet\pio\LVGL_TRANSPLANT\lib\lvgl\src\core\lv_obj_class.c", "C", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 116, 0, 0, 0, 0, 0, 0, 45, 42, 203
"d:\Users\hui\Desktop\ESP32\hui\smart_cabinet\pio\LVGL_TRANSPLANT\lib\lvgl\src\core\lv_obj_class.h", "C++", 45, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 29, 19, 93
"d:\Users\hui\Desktop\ESP32\hui\smart_cabinet\pio\LVGL_TRANSPLANT\lib\lvgl\src\core\lv_obj_draw.c", "C", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 309, 0, 0, 0, 0, 0, 0, 31, 59, 399
"d:\Users\hui\Desktop\ESP32\hui\smart_cabinet\pio\LVGL_TRANSPLANT\lib\lvgl\src\core\lv_obj_draw.h", "C++", 59, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 87, 25, 171
"d:\Users\hui\Desktop\ESP32\hui\smart_cabinet\pio\LVGL_TRANSPLANT\lib\lvgl\src\core\lv_obj_pos.c", "C", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 881, 0, 0, 0, 0, 0, 0, 86, 215, 1182
"d:\Users\hui\Desktop\ESP32\hui\smart_cabinet\pio\LVGL_TRANSPLANT\lib\lvgl\src\core\lv_obj_pos.h", "C++", 67, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 323, 58, 448
"d:\Users\hui\Desktop\ESP32\hui\smart_cabinet\pio\LVGL_TRANSPLANT\lib\lvgl\src\core\lv_obj_scroll.c", "C", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 609, 0, 0, 0, 0, 0, 0, 65, 123, 797
"d:\Users\hui\Desktop\ESP32\hui\smart_cabinet\pio\LVGL_TRANSPLANT\lib\lvgl\src\core\lv_obj_scroll.h", "C++", 55, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 207, 44, 306
"d:\Users\hui\Desktop\ESP32\hui\smart_cabinet\pio\LVGL_TRANSPLANT\lib\lvgl\src\core\lv_obj_style.c", "C", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 669, 0, 0, 0, 0, 0, 0, 95, 130, 894
"d:\Users\hui\Desktop\ESP32\hui\smart_cabinet\pio\LVGL_TRANSPLANT\lib\lvgl\src\core\lv_obj_style.h", "C++", 97, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 123, 42, 262
"d:\Users\hui\Desktop\ESP32\hui\smart_cabinet\pio\LVGL_TRANSPLANT\lib\lvgl\src\core\lv_obj_style_gen.c", "C", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 596, 0, 0, 0, 0, 0, 0, 0, 86, 682
"d:\Users\hui\Desktop\ESP32\hui\smart_cabinet\pio\LVGL_TRANSPLANT\lib\lvgl\src\core\lv_obj_style_gen.h", "C++", 560, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 96, 656
"d:\Users\hui\Desktop\ESP32\hui\smart_cabinet\pio\LVGL_TRANSPLANT\lib\lvgl\src\core\lv_obj_tree.c", "C", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 315, 0, 0, 0, 0, 0, 0, 43, 90, 448
"d:\Users\hui\Desktop\ESP32\hui\smart_cabinet\pio\LVGL_TRANSPLANT\lib\lvgl\src\core\lv_obj_tree.h", "C++", 34, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 109, 28, 171
"d:\Users\hui\Desktop\ESP32\hui\smart_cabinet\pio\LVGL_TRANSPLANT\lib\lvgl\src\core\lv_refr.c", "C", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 974, 0, 0, 0, 0, 0, 0, 192, 180, 1346
"d:\Users\hui\Desktop\ESP32\hui\smart_cabinet\pio\LVGL_TRANSPLANT\lib\lvgl\src\core\lv_refr.h", "C++", 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 70, 23, 116
"d:\Users\hui\Desktop\ESP32\hui\smart_cabinet\pio\LVGL_TRANSPLANT\lib\lvgl\src\core\lv_theme.c", "C", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 52, 0, 0, 0, 0, 0, 0, 46, 21, 119
"d:\Users\hui\Desktop\ESP32\hui\smart_cabinet\pio\LVGL_TRANSPLANT\lib\lvgl\src\core\lv_theme.h", "C++", 34, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 66, 21, 121
"d:\Users\hui\Desktop\ESP32\hui\smart_cabinet\pio\LVGL_TRANSPLANT\lib\lvgl\src\demos\README.md", "Markdown", 0, 0, 0, 68, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 30, 98
"d:\Users\hui\Desktop\ESP32\hui\smart_cabinet\pio\LVGL_TRANSPLANT\lib\lvgl\src\demos\benchmark\README.md", "Markdown", 0, 0, 0, 95, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 40, 135
"d:\Users\hui\Desktop\ESP32\hui\smart_cabinet\pio\LVGL_TRANSPLANT\lib\lvgl\src\demos\benchmark\assets\img_benchmark_cogwheel_alpha16.c", "C", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 119, 0, 0, 0, 0, 0, 0, 0, 9, 128
"d:\Users\hui\Desktop\ESP32\hui\smart_cabinet\pio\LVGL_TRANSPLANT\lib\lvgl\src\demos\benchmark\assets\img_benchmark_cogwheel_argb.c", "C", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 427, 0, 0, 0, 0, 0, 0, 3, 8, 438
"d:\Users\hui\Desktop\ESP32\hui\smart_cabinet\pio\LVGL_TRANSPLANT\lib\lvgl\src\demos\benchmark\assets\img_benchmark_cogwheel_chroma_keyed.c", "C", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 427, 0, 0, 0, 0, 0, 0, 4, 8, 439
"d:\Users\hui\Desktop\ESP32\hui\smart_cabinet\pio\LVGL_TRANSPLANT\lib\lvgl\src\demos\benchmark\assets\img_benchmark_cogwheel_indexed16.c", "C", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 135, 0, 0, 0, 0, 0, 0, 0, 9, 144
"d:\Users\hui\Desktop\ESP32\hui\smart_cabinet\pio\LVGL_TRANSPLANT\lib\lvgl\src\demos\benchmark\assets\img_benchmark_cogwheel_rgb.c", "C", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 427, 0, 0, 0, 0, 0, 0, 4, 7, 438
"d:\Users\hui\Desktop\ESP32\hui\smart_cabinet\pio\LVGL_TRANSPLANT\lib\lvgl\src\demos\benchmark\assets\img_benchmark_cogwheel_rgb565a8.c", "C", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 218, 0, 0, 0, 0, 0, 0, 1, 6, 225
"d:\Users\hui\Desktop\ESP32\hui\smart_cabinet\pio\LVGL_TRANSPLANT\lib\lvgl\src\demos\benchmark\assets\lv_font_bechmark_montserrat_12_compr_az.c.c", "C", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 207, 0, 0, 0, 0, 0, 0, 58, 54, 319
"d:\Users\hui\Desktop\ESP32\hui\smart_cabinet\pio\LVGL_TRANSPLANT\lib\lvgl\src\demos\benchmark\assets\lv_font_bechmark_montserrat_16_compr_az.c.c", "C", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 245, 0, 0, 0, 0, 0, 0, 58, 55, 358
"d:\Users\hui\Desktop\ESP32\hui\smart_cabinet\pio\LVGL_TRANSPLANT\lib\lvgl\src\demos\benchmark\assets\lv_font_bechmark_montserrat_28_compr_az.c.c", "C", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 395, 0, 0, 0, 0, 0, 0, 58, 56, 509
"d:\Users\hui\Desktop\ESP32\hui\smart_cabinet\pio\LVGL_TRANSPLANT\lib\lvgl\src\demos\benchmark\lv_demo_benchmark.c", "C", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 916, 0, 0, 0, 0, 0, 0, 70, 213, 1199
"d:\Users\hui\Desktop\ESP32\hui\smart_cabinet\pio\LVGL_TRANSPLANT\lib\lvgl\src\demos\benchmark\lv_demo_benchmark.h", "C++", 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 14, 53
